uuid,name,description
0f859ba0-e73d-4eb0-9b0f-65edddc01300,Red Box Expansion,"A combination of the First, Second, and Third Expansions.
Released November 21, 2016. Icon: A red diamond."

uuid,edition,version,description,author,releaseDate,column
b39b771d-b43b-4318-8b69-4f0944bf67ca,,v1.0,,,0,0
116c4be5-c49d-4403-99ad-a6dda43d9e08,,v1.1,,,0,1
d570fdb8-4f6c-44f4-b081-0f7b787647fa,,v1.2,,,0,2
fd144f70-7d57-4bfd-9291-3689ddb88eb9,,v1.3,,,0,3
4f88bca1-f68c-4062-a81a-9f7b7edfa059,,v1.4,,,0,4

uuid,suite,text,draw,pick,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f1668f9f-443e-4328-adae-5dbc5841187b,Prompt,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
6f03a64a-26bc-4e12-a8ae-5337599b6b19,Prompt,"Awww, sick! I just say this skater do a 720 kickflip into ______!",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
4fd174e7-f9d8-4b6c-b0df-ff95adbe1962,Prompt,"Before ______, all we had was ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0c3e0abb-fcf8-4071-8138-3119572af334,Prompt,"Before I run for president, I must destroy all evidence of my involvement with ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
2b57030b-a66a-4486-82ba-99345d6373f8,Prompt,"Call the law offices of Goldstein & Goldstein, because no one should have to tolerate ______ in the workplace.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2b8ec920-8f2d-46c4-a12a-54ecf06556ad,Prompt,Charades was ruined for me forever when my mom had to act out ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
4737ea0a-23c7-4123-8887-c4858df6a769,Prompt,"Dear Sir or Madam, We regret to inform you that the Office of ______ has denied your request for ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
d1fa686a-b67d-4b27-9c98-f7077450939c,Prompt,"Doctor, you've gone too far! The human body wasn't meant to withstand that amount of ______!",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2d01edfd-6e8b-497a-8c5d-ca0f6750f1e7,Prompt,During high school I never really fit in until I found ______ club.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
81aea551-32f7-4789-ac7d-026f1748421d,Prompt,"During his midlife crisis, my dad got really into ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
87fdbb14-ff79-460b-955c-e9c1b3f02828,Prompt,Finally! A service that delivers ______ right to your door.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
dd8a1c74-5005-4fa5-9285-1f91d99e967c,Prompt,Future Historians will agree that ______ marked the beginning of America's decline.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
27db4a7f-57fa-4bad-bd63-74aaf2220b46,Prompt,Having problems with ______? Try ______!,0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
eb68f110-e9b7-40d2-9a3d-c0d7686569c9,Prompt,"Hey baby, come back to my place and I’ll show you ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
fe0c58bf-6d56-4f30-b60b-e534e03fe296,Prompt,I learned the hard way that you can't cheer up a grieving friend with ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
1d8d6c6d-8e60-462f-8845-8fc7a174f0a2,Prompt,I love being a mom. But it's tough when my kids come home filthy from ______. That's why there's Tide®.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
ae3fc08d-8416-47cd-828b-3725852f3736,Prompt,"I spent my whole life working toward ______, only to have it ruined by ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
24dff428-54e2-4ef9-b6d2-6f49ae5f5954,Prompt,"I went from ______ to ______, all thanks to ______.",2,3,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
d0cb2289-5fd4-4207-8585-1fd815b1e899,Prompt,I’m not like the rest of you. I’m too rich and busy for ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f5273de7-9aae-4c9c-9a53-de69f7afe907,Prompt,"If God didn't want us to enjoy ______, he wouldn't have given us ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
3b1d3cba-a32e-4130-a6c6-7c20233c32e3,Prompt,"In a pinch, ______ can be a suitable substitute for ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
40dbb3ed-8120-4bc3-a5f6-4b728d4a9c96,Prompt,"In his new self-produced album, Kanye West raps over the sounds of ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
f24fc256-0cd0-46f6-b312-247a4e11e6c1,Prompt,"In his newest and most difficult stunt, David Blaine must escape from ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
1783241b-f223-4fe9-8fe3-f1fa0831561d,Prompt,"In Irish culture, mourners express their grief through a traditional practice of ______.",0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
c3c9aa3b-c93c-4b43-91f8-169f4eed72f4,Prompt,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
658169e6-f311-4547-aa15-1aaad332d4c5,Prompt,"In Rome, there are whisperings that the Vatican has a secret room devoted to ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,
e488ba35-a28b-4296-a18c-3cd613d9e273,Prompt,"In the seventh circle of Hell, sinners must endure ______ for all eternity.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
60bd2948-c54b-435f-8dd6-9aab22e0e617,Prompt,Legend has it Prince wouldn't perform without ______ in his dressing room.,0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
787fb34e-f233-4cee-a7c3-ed53cc406616,Prompt,"Listen, son. If you want to get involved with ______, I won’t stop you. Just steer clear of ______.",0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
490312cc-0fb9-43d9-b922-c454a9242e14,Prompt,"Little Miss Muffet Sat on a tuffet, Eating her curds and ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
9b394ab1-ee23-4ebd-80cd-13367e98b75d,Prompt,Lovin’ you is easy ’cause you’re ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
311af06a-a580-4f93-8dba-54f9f3b081b9,Prompt,Members of New York's social elite are paying thousands of dollars just to experience ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
ad042e43-78ca-4fac-b0c7-8a360357ad82,Prompt,Michael Bay's new three-hour action epic pits ______ against ______.,0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
11f201a3-f0f8-4320-8770-9dd1a96e6512,Prompt,"Money can’t buy me love, but it can buy me ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
98472d6d-6883-44a2-b6eb-144dff5f583e,Prompt,"My country, 'tis of thee, sweet land of ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
25069653-0cd0-4be8-b349-2e7228700670,Prompt,My gym teacher got fired for adding ______ to the obstacle course.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0f23a945-65f5-431a-be88-925c53f7af13,Prompt,My life is ruled by a vicious cycle of ______ and ______.,0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
78371e2a-2e14-48fa-97aa-42e6123ff97f,Prompt,My mom freaked out when she looked at my browser history and found ______.com/______.,0,2,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
00d7ec79-fdef-4b19-8e58-558296fd07d2,Prompt,"My new favorite porn star is Joey ""______"" McGee.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
65d723cc-af16-4249-9115-eb4942227090,Prompt,My plan for world domination begins with ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
4a9bee1a-bb2a-4e90-8d11-6fc2017834ec,Prompt,Next time on Dr. Phil: How to talk to your child about ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
3779e3b3-b9c8-4646-bcc0-ffaeecb3b02a,Prompt,"Next week on the Discovery Channel, one man must survive in the depths of the Amazon with only ______ and his wits.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
5d6da12a-aa7e-4430-ad1f-57de8def546c,Prompt,Only two things in life are certain: death and ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
2e095404-a04f-4f70-b8d9-c6ef92362184,Prompt,Science will never explain ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
425a0f48-9f11-43b5-9ca2-ce59d07b6dfa,Prompt,The blind date was going horribly until we discovered our shared interest in ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
45533275-c2b2-48dc-b227-ae665a236fb4,Prompt,The CIA now interrogates enemy agents by repeatedly subjecting them to ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,,,,
9b552ab6-a775-4df0-a5a0-7b3053e4019b,Prompt,"The Five Stages of Grief: denial, anger, bargaining, ______, acceptance.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
79ed7840-8f16-4529-84bb-05d0aed3c299,Prompt,The healing process began when I joined a support group for victims of ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
26a8b2e0-9be3-4923-b5e6-4faba0f848ae,Prompt,"The secret to a lasting marriage is communication, communication, and ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
5825258c-8db9-409f-a4e9-20abb46dcb70,Prompt,This is your captain speaking. Fasten your seatbelts and prepare for ______.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
524b879d-35f3-424a-ae6b-4d48478440ac,Prompt,"This month's Cosmo: ""Spice up your sex life by bringing ______ into the bedroom.""",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0ea7a34a-f83a-4c54-a700-529f12b46807,Prompt,"To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of ______.",0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
a43ef2ab-9ee0-4ed0-b0b7-b1e1f763939c,Prompt,Tonight on 20/20: What you don't know about ______ could kill you.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
9ebec8ce-5dc7-40cf-9b9b-cf73f5b1ecdc,Prompt,Turns out that ______-Man was neither the hero we needed nor wanted.,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
71c420ab-0703-4b9f-9e95-1b74674def84,Prompt,"Welcome to Señor Frog's! Would you like to try our signature cocktail, “______ on the Beach""?",0,0,,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
6633052a-727c-4a81-8e28-2118993f0f94,Prompt,What brought the orgy to a grinding halt?,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
7d2bf05a-ab00-452e-9880-4f64c337b8fb,Prompt,What has been making life difficult at the nudist colony?,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
0b5a5efc-696b-4c5e-8a7b-6f60f7b44c75,Prompt,What left this stain on my couch?,0,0,b39b771d-b43b-4318-8b69-4f0944bf67ca,116c4be5-c49d-4403-99ad-a6dda43d9e08,d570fdb8-4f6c-44f4-b081-0f7b787647fa,fd144f70-7d57-4bfd-9291-3689ddb88eb9,4f88bca1-f68c-4062-a81a-9f7b7edfa059
07de45d7-1d50-4bbb-8a85-1df7499bc944,Prompt,What makes Grandma feel young again?,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
85ed7b36-5013-417d-8914-a536945d5f99,Prompt,What makes me cry every time?,0,0,,,,,4f88bca1-f68c-4062-a81a-9f7b7edfa059
