uuid,name,description
ef141e64-31c3-4cbe-8f10-bbc361f7787d,Cards Against Humanity: First Expansion,"Released November 7, 2011. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""1"". "

uuid,edition,version,description,author,releaseDate,column
6a824873-e9ee-4e59-be26-b761a42d68ff,,v1.0,,,0,0
4f670172-5583-4ccd-816d-a0fe4572e461,,v1.1,,,0,1
5d82ea76-d99e-4247-aff5-2740e37cb451,,v1.2,,,0,2
7fdb30c8-f96e-45be-afb6-d4f0634cdf38,,v1.3,,,0,3
641ff8a5-0117-4e86-b9ef-b46224022220,,v1.4,,,0,4
cf089f07-652b-4606-aa06-437dbf53d9f4,,v1.5,,,0,5
e0147b59-87a0-4dca-9fa5-4c37af15e33d,,v1.6,,,0,6

uuid,suite,text,draw,pick,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
d42bfad8-2db8-4b2d-a7e3-638e3face76e,Prompt,The CIA now interrogates enemy agents by repeatedly subjecting them to ______.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
c236ed0e-42dc-411c-8a67-f9c57e6425bd,Prompt,"The secret to a lasting marriage is communication, communication, and ______.",0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
3560aafd-d8ef-4630-880d-d6467687afe8,Prompt,The socialist governments of Scandinavia have declared that access to ______ is a basic human right.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
36538f93-3edf-4c33-9899-5549404d6b1c,Prompt,"This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only ______ and his wits.",0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
94c1eebf-f5da-4d2e-9676-01420383abc3,Prompt,What brought the orgy to a grinding halt?,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
823e2f8c-b218-40f0-990d-e0546d8edb0e,Prompt,What has been making life difficult at the nudist colony?,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
8f50ef57-adad-45ba-8b01-4a03b8948e61,Prompt,What's the gift that keeps on giving?,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
cd7dcf6f-c340-46ae-b6bb-c2be47a2b3ee,Prompt,"When all else fails, I can always masturbate to ______.",0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
f6526184-4e02-46c1-a2d1-8a1bc53cf571,Prompt,"When I pooped, what came out of my butt?",0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
9992d768-6602-4d9d-8da5-666eed079b90,Response,24-hour media coverage.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
82ad84f2-8959-40cc-88bb-da95dc67cc78,Response,A beached whale.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,,,
19775733-ae94-4946-abc3-71f66437816d,Response,A big black dick.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
e1972167-e1b9-40a6-b556-e7dd344bf8b7,Response,A bloody pacifier.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
922806f0-5d34-454e-94bd-cd10dbcfc1c3,Response,A crappy little hand.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
46761ece-9528-4df1-84f8-96d3d123eb81,Response,A fat bald man from the internet.,0,0,,,,,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
216673c7-0c75-470a-8c71-64307ca9764a,Response,A Japanese tourist who wants something very badly but cannot communicate it.,0,0,,,,,,,e0147b59-87a0-4dca-9fa5-4c37af15e33d
8c42babb-f976-4a06-a612-91cda4ff70bd,Response,A low standard of living.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
f84ae526-5487-494e-9374-c01bade88a71,Response,A nuanced critique.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
db584023-6903-49cb-8d5b-fefff21fddb5,Response,A panty raid.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
537609e5-4822-4d36-84de-336c14346f45,Response,A passionate Latino lover.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
312773f2-5b0e-4e07-a23d-5392755106bd,Response,A plunger to the face.,0,0,,,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
a1ee3ae6-16c8-4b58-9c9e-c544092063f9,Response,A rival dojo.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
7242b134-f8e7-4baa-b393-a9cb95fc14d7,Response,"A smiling black man, a latina businesswoman, a cool Asian, and some whites.",0,0,,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
d35fb38d-1915-4285-b0ff-33a62bd8292c,Response,A web of lies.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
1211f242-2c80-49d0-b5a8-b7cb5cfabb27,Response,A woman scorned.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
e55a2039-c104-4a68-a25a-ba406227d812,Response,An atomic wedgie.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
ada7f6b9-ed9c-4922-a9b6-6596031c3952,Response,An Etsy steampunk strap-on.,0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
7fd3e319-2769-42ca-99b6-7153c2507363,Response,An evil man in evil clothes.,0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
4c94dfa2-d0cd-4485-8674-07d5aa58ce90,Response,"André the Giant's enormous, leathery scrotum.",0,0,,,,,,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
bbfc4491-0ed6-40ff-a514-900a0f7adf9e,Response,Apologizing.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,,
4ab928ab-c849-4f43-861f-b08cdc3dab69,Response,Appreciative snapping.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
4ef6c309-7897-44bf-8c5c-4bf57b10c8c3,Response,Ashton Kutcher.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
04bcfa69-5f89-47bb-8260-be2b904a3348,Response,Beating your wives.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,,
2183882c-e61f-49d9-9f51-fabd5693a378,Response,Being a busy adult with many important things to do.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
c06cef32-f790-4a48-b68b-ba807f0a8980,Response,Being a dinosaur.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
96bd0582-600d-4eec-93d9-260ada8afec1,Response,"Big Bird's brown, crusty asshole.",0,0,,,,,,,e0147b59-87a0-4dca-9fa5-4c37af15e33d
80540d88-d065-4fee-9665-d8348b76792b,Response,Blaxploitation.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
b78c592a-c260-4dec-9cb5-f36ad8190529,Response,Bosnian chicken farmers.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
08bb528d-a8d8-424b-a875-4e16bd2da28a,Response,Breaking nip slip news.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
1d17d4a7-5dfb-4b63-a5c0-25e1f7dc8f4f,Response,Carnies.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,
f0fd7100-76cc-4f63-8b4e-0807be692989,Response,Clams.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
2c7d04e7-b67f-4389-b9c2-09d4523155b4,Response,Clenched butt cheeks.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
1381f603-1075-467b-b591-76470da44ea6,Response,Converting to Islam.,0,0,,,,,,,e0147b59-87a0-4dca-9fa5-4c37af15e33d
625c7154-da31-4b26-80ee-55d7920a1878,Response,Coughing into a vagina.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,,
b1b74bce-4903-408e-a3db-0c600e72b6d1,Response,Cutting.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,641ff8a5-0117-4e86-b9ef-b46224022220,,
c4b4dcda-fbae-4378-b680-58011e47eb6c,Response,Dancing with a broom.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,,,,,
44028173-4bdf-4db6-b21b-73b11a8e06d1,Response,Deflowering a princess.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,,,,
155aa181-af4d-4ba5-8f77-9f3985053a4d,Response,Deflowering the princess.,0,0,,,,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
507fd24a-e202-4fc8-9229-ce3a3dd3b218,Response,Dorito breath.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
fcb70fa5-9dd5-4db1-9b2e-6d7c806e1ed9,Response,Eating an albino.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
35809f69-8d34-42e5-9559-cff4d5f1fc4e,Response,Enormous Scandinavian women.,0,0,6a824873-e9ee-4e59-be26-b761a42d68ff,4f670172-5583-4ccd-816d-a0fe4572e461,5d82ea76-d99e-4247-aff5-2740e37cb451,7fdb30c8-f96e-45be-afb6-d4f0634cdf38,641ff8a5-0117-4e86-b9ef-b46224022220,cf089f07-652b-4606-aa06-437dbf53d9f4,e0147b59-87a0-4dca-9fa5-4c37af15e33d
