uuid,name,description
6d452971-8969-46cc-9951-05cfeb2a0f32,Cards Against Humanity: Second Expansion,"Released August 31, 2012. Discontinued as of November 21, 2016 as a separate expansion. Still available for purchase while supplies last. This expansion has been incorporated into the Red Box Expansion. Icon: The number ""2"". "

uuid,edition,version,description,author,releaseDate,column
a22c54ec-479e-4bfb-99f9-98b20a707bd0,,v1.0,,,0,0
6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,,v1.1,,,0,1
6305cd4d-3545-485f-a51a-de12b356d422,,v1.2,,,0,2
f00eddd6-e38b-4cce-88db-ff2a05c09df1,,v1.3,,,0,3
70adbc94-5709-442c-863d-629e6d1931bc,,v1.4,,,0,4

uuid,suite,text,draw,pick,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
b034c9e4-339f-413f-b5f1-69f2ee3c54a0,Response,A piñata full of scorpions.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
ba620fae-268a-4c7c-8bc3-bef1d9caef80,Response,A sad fat dragon with no friends.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
19a20453-93b4-41af-98a9-9a9935e31825,Response,A slightly shittier parallel universe.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
2f4ef075-c4b6-4dcb-99d1-057e4bdb4494,Response,"A sofa that says “I have style, but I like to be comfortable.”",0,0,,,,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
33d84ff8-627d-48c1-9e9c-62431897f777,Response,"A soulful rendition of ""Ol' Man River.""",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,
b9b42d9a-5e01-4bbf-9191-3077ae656861,Response,A squadron of moles wearing aviator goggles.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
e6e88d20-f3e1-40c6-b081-29a03dcd670b,Response,"A sweaty, panting leather daddy.",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
e62b53df-2843-46ff-b395-89ef0b95937d,Response,A sweet spaceship.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
71a8ef3d-4f10-4213-884e-b69c958dbd6b,Response,All of this blood.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
d058b4fb-f21e-4130-8d91-c731edd00687,Response,An army of skeletons.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
0e7125b1-44fe-41bb-bec3-6f3d6e8aa3aa,Response,An ether-soaked rag.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
841f9667-883f-4af2-8aeb-77a18505b20e,Response,An unhinged ferris wheel rolling toward the sea.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
bb9e2eb1-28e6-46be-8c45-555dc576eb8f,Response,Another shot of morphine.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
567a08b1-43ce-4539-9b14-b2f4419ee199,Response,Basic human decency.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
e59b4e6e-c848-460c-92f7-0cd22406d5b2,Response,Beefin' over turf.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,
4349d9af-7245-4639-8b83-b39a3f7f575a,Response,Being awesome at sex.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
b2dbbd0f-7b7e-44a0-829f-5b0c5fae5dc0,Response,Boris the Soviet Love Hammer.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
6e1edba2-33e4-4023-9630-1c53c013c503,Response,Bullshit.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
556c53d4-fa6c-4129-a6ae-429c76a3d4d8,Response,Catastrophic urethral trauma.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
69fb0ace-d376-40ee-9aa0-a7e2d4790661,Response,Crabapples all over the fucking sidewalk.,0,0,,,,,70adbc94-5709-442c-863d-629e6d1931bc
6ddbd2e9-f57b-446c-bdc8-3f82e99b598d,Response,Crushing Mr. Peanut's brittle body.,0,0,,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
f3a248be-dfba-450e-b59f-716ed743a977,Response,Daddy's belt.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
078a1c71-967a-4bdc-a255-aabed1227c8c,Response,Death by Steven Seagal.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
df3b23fb-71db-4a3f-9bd3-d8d977b2a998,Response,Dennis the Menace.,0,0,,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,
fdf27ed2-22ff-46bb-ba57-e97d23a27045,Response,"Dining with cardboard cutouts of the cast of ""Friends.""",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
6699ca34-04fc-44a0-8109-641512abb9b3,Response,Double penetration.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
c07b3d36-f8be-491d-a8b5-3bdf2b30640c,Response,Existing.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
6ed28861-6140-4d85-9b61-f42b706bf153,Response,Fetal alcohol syndrome.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
15f26892-88c1-4382-aa12-117cfc487e20,Response,Finding Waldo.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
82f8f225-b925-48e7-953e-359a72dbc06b,Response,Fuck Mountain.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
ba25fb3c-912f-448a-87d4-55facfd899c8,Response,Getting hilariously gang-banged by the Blue Man Group.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
7f203185-c191-474f-9c71-108181c340cb,Response,Grandpa's ashes.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
3d02f41e-6495-4bb7-89e4-6e93978928c2,Response,"Graphic violence, adult language, and some sexual content.",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
0bd7aed9-483e-4698-b2a0-983d4ab7f13e,Response,Hillary Clinton.,0,0,,,,,70adbc94-5709-442c-863d-629e6d1931bc
c2bee749-6b58-4377-b044-493ca4cceef7,Response,Hillary Clinton's death stare.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,
23e0e232-ebb7-420f-b200-374e6c55918e,Response,Intimacy problems.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
75b404ad-40ee-4c63-9565-da727217f987,Response,Jeff Goldblum.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
eabf52da-1336-487b-9caa-d0831df5cc19,Response,Living in a trashcan.,0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
8a5c4909-de88-4227-a383-bbfd1336dc4e,Response,"Loki, the trickster god.",0,0,a22c54ec-479e-4bfb-99f9-98b20a707bd0,6626f057-b0cf-4e3e-aaf3-c8d1c1f59401,6305cd4d-3545-485f-a51a-de12b356d422,f00eddd6-e38b-4cce-88db-ff2a05c09df1,70adbc94-5709-442c-863d-629e6d1931bc
