uuid,name,description
3b92d64a-3918-4faf-ba06-18eb93967f7e,Green Box Expansion,"Released November 21, 2016. Icon: A green circle. Upated Icon as of 1.2: A black circle.
"

uuid,edition,version,description,author,releaseDate,column
c824e64c-3de2-4eff-88b9-cb5b2d3836a8,,v1.0,,,0,0
6421877b-beb8-449f-8df0-2fa645d4fa42,,v1.1,,,0,1
5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,,v1.2,,,0,2
4c6f575c-4eb5-42f4-9499-936437f3196e,,v1.3,,,0,3

uuid,suite,text,draw,pick,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
393dbf37-a27a-40a3-bdd1-324db0f16936,Prompt,Girls just wanna have ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
9dbae0cd-e9b9-41c4-82ce-972903eec215,Prompt,Google Calendar alert: ______ in 10 minutes.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
434641f9-25e6-4273-af3e-4c67484a959d,Prompt,I don’t believe in God. I believe in ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
6dccddde-bc77-4a18-9af8-10ecc8353247,Prompt,"I got rhythm, I’ve got music, I’ve got ______. Who could ask for anything more?",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5082c2c0-c76b-4c4a-b614-75d0442d2f9d,Prompt,I just took a DNA test. Turns out I'm 100% ______.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
7c8f0e55-59f8-47ed-b3ed-422d772f7dc6,Prompt,"I may not be much to look at, but I fuck like ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d877c74b-09ee-4ba6-8053-aa21c50c4cba,Prompt,"I tell you, it was a non-stop fuckfest. When it was over, my asshole looked like ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
fd095145-71d1-4617-942a-8e03ad67922a,Prompt,I’ll take the BBQ bacon burger with friend egg and fuck it how about ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
36d399f6-6d28-4c01-b34d-84bd3e501c14,Prompt,"I’m sorry, sir, but your insurance plan doesn’t cover injuries caused by ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
fc056463-8151-4d85-ae2c-4337dca1f5ea,Prompt,"I’ve had a horrible vision, father. I saw mountains crumbling, stars falling from the sky. I saw ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
71fec718-49f3-45a1-8988-9f4816017734,Prompt,"If at first you don’t succeed, try ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
656cc2fe-ec4e-4281-aa73-61cab5079350,Prompt,"In the 1950s, psychologists prescribed ______ as a cure for homosexually.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
f5b61541-57be-4857-aa00-821bb625e4a0,Prompt,LSD + ______ = really bad time.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
6c8fdc72-2222-492b-bb2d-23cd191420ca,Prompt,"Mom’s to-do list:
 * Buy Groceries
 * Clean up ______.
 * Soccer Practice.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
c5546f1d-2aa3-467f-aa1d-012f2ba49243,Prompt,Most Americans would not vote for a candidate who is openly ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
af0bcc02-f7f8-4f84-9f54-8bbc4d105101,Prompt,"No, no, no, no, no, no, NO! I will NOT let ______ ruin this wedding.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4c2d8546-1cce-4eb2-a6bf-4e87810d9b63,Prompt,"Oh no! Siri, how do I fix ______?",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
7d8bbab5-b768-43a6-98af-f378f635c799,Prompt,One more thing. Watch out for Big Mike. They say he killed a man with ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
8bf23cb4-8ae6-4b31-89c7-c500f02251ab,Prompt,"Ooo, daddy like ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
e6c6838e-cd20-4b88-b279-b1e7f24e29bb,Prompt,"Poor Brandon, still living in his parent’s basement. I heard he never got over ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
258e8270-6c30-48ee-84c7-2411c5d5cc6c,Prompt,"Run, run, as fast as you can! You can’t catch me, I’m ______!",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
63632b87-e9e3-4753-afe8-5aee261e46cd,Prompt,"She’s a lady in the streets, ______ in the sheets.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d8cc41f1-3b4c-4d1a-9663-4dfe261fab98,Prompt,"She’s just one of the guys, you know? She likes beer, and football, and ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5619148e-cd12-484c-a76a-1220a10888bd,Prompt,"Son, take it from someone who’s been around the block a few times. Nothin’ puts her in the mood like ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d131ca19-da95-45e3-9889-97741e686a62,Prompt,"Summer lovin’, had me a blast. ______, happened so fast.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
a480e816-165d-4380-8851-076c1d4632e1,Prompt,"The top Google auto-complete results for “Barack Obama”:
Barack Obama Height.
Barack Obama net worth.
Barack Obama ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
3b8b154f-2adf-4aab-a7a7-ac425e5b8871,Prompt,"Then the princess kissed the frog, and all of a sudden the frog was ______!",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0063260d-cbf3-45be-94bb-65e80174623b,Prompt,There is no God. It’s just ______ and then you die.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
e109f177-6cbd-4116-a60d-7436d8736bb2,Prompt,"This Friday at the Liquid Lunge, it’s ______ Night! Ladies drink free.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
7346d058-ecb4-46e3-a76d-659072a232d9,Prompt,We do not shake with our left hands in this country. That is the hand we use for ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d6a1c66c-1c59-45f9-812f-a2824693122e,Prompt,"Well if ______ is a crime, then lock me up!",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0cd651a0-6e0d-45e4-9896-1da797090a63,Prompt,"Well, shit. My eyes ain’t so good, but I’ll eat my own boot if that ain’t ______!",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
02b0ebae-ca8b-4247-b7b8-041d3e860b42,Prompt,What are all those whales singing about?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
fc33b8fa-733f-4f57-af86-14d45101f160,Prompt,What sucks balls?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
93de6dc5-08d1-43a1-9da3-2f4b8cbcba69,Prompt,What totally destroyed my asshole?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4cc283d4-baab-43ec-aede-4081759c8f9f,Prompt,What turned me into a Republican?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
070d54c4-7330-4511-9553-1048be41f75a,Prompt,What will end racism once and for all?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
dbddbf6a-88e0-4e86-a12e-caf045f946a5,Prompt,What’s a total waste of Hillary Clinton’s time?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,,,
c6025a61-e20b-489a-8e05-2d5ce012be80,Prompt,What’s about to take dance floor to the next level?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
b08dd4ee-e75c-4b28-ab1f-6fe82a7d4647,Prompt,What’s the gayest?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
37693e6e-2cd3-4647-ab60-1c5493073a08,Prompt,What’s the most problematic?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4e03c16c-9fbd-4144-8c0e-70bc72a50ae0,Prompt,Why am I laughing and crying and taking off my clothes?,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
9bc49e86-4083-4f1f-943c-c087ef7770b8,Prompt,"With a one-time gift of just $10, you can save this child from ______.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d2e51787-6f18-4e54-8a29-96d62af95920,Prompt,You know who else liked ______? Hitler.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5eeaf74e-4f9c-4fe6-a0d8-ee789a4cb18d,Prompt,You won’t believe what’s in my pussy. It’s ______.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
103c6f73-5235-4898-ade7-a914c178a878,Response,10 football players with erections barrelling towards you at full speed.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
2d160e96-4722-4889-a494-60f2382f8304,Response,"10,000 shrieking teenage girls.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
01ff403c-6778-42af-a417-3bfe84efcf00,Response,A big ol’ plate of fettuccini alfredo.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5fa2044d-2a1e-44cb-8f45-df5b66b1727a,Response,"A big, beautiful mouth packed to the brim with sparkling white teeth.",0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ee5ec381-5d96-4bb5-a1e1-55d29ed7959a,Response,A black friend.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
1d816615-a8ac-4046-a993-90dd603fb210,Response,A burrito that’s just sour cream.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
0eeabefd-1108-4c8d-ad3b-7ab90527b857,Response,A cheerfulness that belies a deep-seated self-loathing.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
08e6a54f-149c-451d-8806-5347ff75a608,Response,A cold and indifferent universe.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
5614a3f3-cdae-4767-9592-35668f135ca4,Response,A creature made of penises that must constantly arouse itself to survive.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
9773c6a8-a826-41c5-9ee8-f71c3982b59e,Response,A creepy child singing a nursery rhyme.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
3d5c3efb-0a2a-4424-9fde-71bd173fadc4,Response,A dildo signed by Jimmy Carter.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
62d10844-d0a9-4a4b-b2d6-fa3c24a079fc,Response,A dolphin that learns to talk and becomes the Dean of Harvard Law School.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
41f7ae29-4292-4dfe-9503-dc177005441f,Response,A duffel bag full of lizards.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
23d4ee96-a0e1-4911-8f90-f3e74c950169,Response,A finger up the butt.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
07586de2-3893-4609-a625-3574c7b9d817,Response,A genetic predisposition for alcoholism.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
4a8027f2-c773-4645-9d3f-8454f2fcee95,Response,A groundbreaking new masturbation technique.,0,0,,,,4c6f575c-4eb5-42f4-9499-936437f3196e
55cbf94a-6562-46b3-800f-690ad7841b4d,Response,A gun that shoots cobras.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d51c3a93-26ae-40e3-a8f3-ff16b76e31f8,Response,A hug.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
116b3c5d-1cc3-46e7-bd76-dcf950690892,Response,A long business meeting with no obvious purpose.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
ee183c13-8235-4313-bbc7-f28480badd35,Response,A man in a suit with perfect hair who tells you beautiful lies.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
1f933378-565a-4b5e-9e32-c429c69a7d9d,Response,A man with the head of a goat and the body of a goat.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
d5eb397d-d2d9-4bf2-98e3-5cd092f2a97c,Response,A massive collection of child pornography.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
1a4652b9-f551-4c31-a4fd-90da477161a7,Response,A medium horchata.,0,0,c824e64c-3de2-4eff-88b9-cb5b2d3836a8,6421877b-beb8-449f-8df0-2fa645d4fa42,5e1c7ab0-585d-4218-87fe-cdd088b7c0e3,4c6f575c-4eb5-42f4-9499-936437f3196e
