uuid,name,description
6b6fdd91-30ce-4e3a-a92b-2082bc016ca4,Green Box Expansion,"Released November 21, 2016. Icon: A green circle. Upated Icon as of 1.2: A black circle.
"

uuid,edition,version,description,author,releaseDate,column
69910414-0cbf-4187-b618-e6da35ee5779,,v1.0,,,0,0
f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,,v1.1,,,0,1
e1de0cb6-0496-43f9-a743-87aeb66ce19e,,v1.2,,,0,2
cf43f198-49f8-4211-a829-ea6ad993e61f,,v1.3,,,0,3

uuid,suite,text,draw,pick,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
13aa1283-6bd8-4d3c-a050-6415054da90c,Prompt,I don’t believe in God. I believe in ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
13e9b8c6-3601-4653-9a91-bb6e3aba46f8,Prompt,"I got rhythm, I’ve got music, I’ve got ______. Who could ask for anything more?",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
02821a8f-e2a5-419b-9d01-765cc27a61dd,Prompt,I just took a DNA test. Turns out I'm 100% ______.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
597996a1-0aea-4d1e-aacf-43e532e1c856,Prompt,"I may not be much to look at, but I fuck like ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
d8af1fb8-803c-4305-8d7b-369846e88f5b,Prompt,"I tell you, it was a non-stop fuckfest. When it was over, my asshole looked like ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
ba4dc8ac-1530-4713-99e4-b8a0da4e87a2,Prompt,I’ll take the BBQ bacon burger with friend egg and fuck it how about ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
8b5b9857-697f-4e1e-8bf4-de6819c30290,Prompt,"I’m sorry, sir, but your insurance plan doesn’t cover injuries caused by ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
6eccfbe8-2471-43c3-8300-c2e025941807,Prompt,"I’ve had a horrible vision, father. I saw mountains crumbling, stars falling from the sky. I saw ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
f3c21ea4-ead6-47ad-a5f5-4995dee82f11,Prompt,"If at first you don’t succeed, try ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
ebdef4f3-e13c-4db2-9497-d81369144b47,Prompt,"In the 1950s, psychologists prescribed ______ as a cure for homosexually.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
31c12c33-d916-4bb4-93ff-153b9e5e55bd,Prompt,LSD + ______ = really bad time.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
74b5db09-dfd3-4e4e-a1f1-e51bc3e9e8e8,Prompt,"Mom’s to-do list:
 * Buy Groceries
 * Clean up ______.
 * Soccer Practice.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
08945bf4-766c-4503-9d34-f0833f0da511,Prompt,Most Americans would not vote for a candidate who is openly ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
616d8676-07ff-45f7-b1b2-0c9282a651df,Prompt,"No, no, no, no, no, no, NO! I will NOT let ______ ruin this wedding.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
efe4b87c-d0c9-4df1-b733-dfe6dd81435e,Prompt,"Oh no! Siri, how do I fix ______?",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
de1d9d47-ad37-47b4-91a5-30d1aa567232,Prompt,One more thing. Watch out for Big Mike. They say he killed a man with ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
29be863a-17df-4cdd-9daa-fb3b1dce38dd,Prompt,"Ooo, daddy like ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
089da081-06b5-4b00-953e-b8b213645f25,Prompt,"Poor Brandon, still living in his parent’s basement. I heard he never got over ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
329d5c7a-d461-4821-847a-067ae0b370a2,Prompt,"Run, run, as fast as you can! You can’t catch me, I’m ______!",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
86a53966-f2d9-401f-9cfa-34b6833aa1e7,Prompt,"She’s a lady in the streets, ______ in the sheets.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
343b5c50-8ce4-4456-951f-a25efd255e63,Prompt,"She’s just one of the guys, you know? She likes beer, and football, and ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
471472d0-e1c6-47c2-951c-77d3ca3894f6,Prompt,"Son, take it from someone who’s been around the block a few times. Nothin’ puts her in the mood like ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
85798b5d-87f6-47d5-b6ca-e5b5cb111041,Prompt,"Summer lovin’, had me a blast. ______, happened so fast.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e7bf52bb-6a84-4978-afb4-6eeeeea2eb90,Prompt,"The top Google auto-complete results for “Barack Obama”:
Barack Obama Height.
Barack Obama net worth.
Barack Obama ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
20f0b3e4-5d9f-4725-95c0-49ed31b8bc23,Prompt,"Then the princess kissed the frog, and all of a sudden the frog was ______!",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
35c72ab2-63d3-4198-b626-930c2171948b,Prompt,There is no God. It’s just ______ and then you die.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
28b4482b-346b-43eb-a5a3-2efc7217b160,Prompt,"This Friday at the Liquid Lunge, it’s ______ Night! Ladies drink free.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
8986b346-ade0-47e2-8d5f-5444f29a3001,Prompt,We do not shake with our left hands in this country. That is the hand we use for ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
e2bb7464-2b1a-4f36-a8af-cd53775e75c8,Prompt,"Well if ______ is a crime, then lock me up!",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
f6cfffd8-ab01-4fd2-861c-c5aac081f68e,Prompt,"Well, shit. My eyes ain’t so good, but I’ll eat my own boot if that ain’t ______!",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
6cb3743b-4bc7-48a9-91de-bdd7a611bd3d,Prompt,What are all those whales singing about?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
17715bb5-9470-4e88-a628-a8687b978048,Prompt,What sucks balls?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
b156b3c8-0bf9-4428-b142-f553889aa52e,Prompt,What totally destroyed my asshole?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
4ac30cee-2592-4ae0-ad11-c4ad53e754e5,Prompt,What turned me into a Republican?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a31346e7-0380-44c4-9393-247b42934ca7,Prompt,What will end racism once and for all?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c54b5007-a5b4-4bc6-8a01-18640248d034,Prompt,What’s a total waste of Hillary Clinton’s time?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,,,
ead9152e-0f93-4336-a475-4639626470a2,Prompt,What’s about to take dance floor to the next level?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
556f66b7-e5de-4eb1-bdbb-b37cde7e7299,Prompt,What’s the gayest?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c7fc0572-17d9-4ae3-aa6e-fbe55862fb67,Prompt,What’s the most problematic?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
54fd20f9-8575-4d8f-9c60-9d78b3cfdc99,Prompt,Why am I laughing and crying and taking off my clothes?,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
6c15972a-a3d3-47c9-90e8-49fb228fccc2,Prompt,"With a one-time gift of just $10, you can save this child from ______.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
56459f11-7656-40b9-813f-1d92280ede99,Prompt,You know who else liked ______? Hitler.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
245e82cd-bfbe-4307-b9e4-ffb66d78d012,Prompt,You won’t believe what’s in my pussy. It’s ______.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
66568d8b-8d5f-4293-821e-72e1e4d41ead,Response,10 football players with erections barrelling towards you at full speed.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
de8ab1ec-035e-4a45-bd66-828f2797eba0,Response,"10,000 shrieking teenage girls.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
cff059cb-5237-46dd-8431-894b350c2248,Response,A big ol’ plate of fettuccini alfredo.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
63ef3452-487b-4197-a4b7-ca5ecb3ba22c,Response,"A big, beautiful mouth packed to the brim with sparkling white teeth.",0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
cad76dcf-4915-4da6-8921-de810c9523a2,Response,A black friend.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
c71dbe65-6a12-4243-a6a3-96a11b8178ed,Response,A burrito that’s just sour cream.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
13beea94-7b32-4813-97e2-6a137276f70d,Response,A cheerfulness that belies a deep-seated self-loathing.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
93e91cdb-6dea-4f23-93d5-4c701eb7a45b,Response,A cold and indifferent universe.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
d1749ac7-6f8d-444e-82c8-1c21d07bb91e,Response,A creature made of penises that must constantly arouse itself to survive.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
0a34522f-e845-4545-a0c7-1b2214d71413,Response,A creepy child singing a nursery rhyme.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
64f13944-03eb-4925-9b34-8ee0fcc5ed9a,Response,A dildo signed by Jimmy Carter.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
d0ce6041-104f-4a13-9771-cb81f19b855f,Response,A dolphin that learns to talk and becomes the Dean of Harvard Law School.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a2827b54-e923-45b6-b2b9-e46f8d788eb8,Response,A duffel bag full of lizards.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
44c17a25-9fed-4f00-8fae-5faa11e07262,Response,A finger up the butt.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
8b9499bc-1964-4afc-b972-20b03ba8d458,Response,A genetic predisposition for alcoholism.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
70034f5b-d8c7-4736-9681-b62e9ddb21a3,Response,A groundbreaking new masturbation technique.,0,0,,,,cf43f198-49f8-4211-a829-ea6ad993e61f
218de933-e7c2-4639-8f95-2e4fbf26f4c8,Response,A gun that shoots cobras.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
7d02bdca-eaf9-42a9-ab8c-fb3dc4e1cf3a,Response,A hug.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
85aadb22-717f-4d81-95aa-4e132793730a,Response,A long business meeting with no obvious purpose.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
249b8aa1-4147-4d34-8830-255c357763ce,Response,A man in a suit with perfect hair who tells you beautiful lies.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
2adc249b-cfe6-4271-8be8-4abd8fb78f5f,Response,A man with the head of a goat and the body of a goat.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
7a238480-2edc-4e98-ba01-e6ff882c41d5,Response,A massive collection of child pornography.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
a4185f17-0128-4a5e-8088-d90115f407c5,Response,A medium horchata.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,cf43f198-49f8-4211-a829-ea6ad993e61f
45007b58-4cae-4bbe-b62f-be96e87bdb4a,Response,A negative body image that is totally justified.,0,0,69910414-0cbf-4187-b618-e6da35ee5779,f130b2b8-cc88-4d7f-a42b-f24d1a3fc83b,e1de0cb6-0496-43f9-a743-87aeb66ce19e,
